id	address	about	review_name	review_stars	review_count	property_amenities	room_features	room_types	good_to_know
1837	201 Queen St, Moncton, New Brunswick E1C 1L3 Canada								
1838	House Number 99 Derb Ahl Tadla Talaa Seghira, Fez 30110 Morocco	Having booked dar ahl tadla and arriving at the hotel to be told no room and there is nothing they could do Left stranded at 2am Walked to DAR EL AMANE 100 yards away hoping for a room aziz turned out to be a life saver what a welcome at 2am could not do enough for me the only room he had left was a room downstairs just basic bunk beds and little private area and toilet and shower Was made to feel so welcome after been stranded mint tea brought to my room in 2 mins Only charged me £100 for the week Never asked for payment as he knew had to get money back from other hotel ( which i never got ) Woke up at 11 and went to balcony on roof where his wife made my breakfast which was included in the price Aziz and his family are so frindly and welcoming i cant praise them enough Aziz also has no worries with SMOKERS There are also other rooms which are traditional moroccan unfortunatly for me were booked All in all i can not rate the stay enough Less than 1 min to the soucks and all attractions Location perfect	Average	3.0	8 reviews	Paid private parking on-site Free High Speed Internet (WiFi) Hot tub Bar / lounge Bicycles available Babysitting Children Activities (Kid / Family Friendly) Pets Allowed ( Dog / Pet Friendly ) Restaurant Breakfast in the room Snack bar Airport transportation Shuttle bus service Car hire Massage Open-air bath Salon Steam room Currency exchange Gift shop Non-smoking hotel Shared kitchen Shared lounge / TV area Sun terrace 24-hour front desk Express check-in / check-out Private check-in / check-out Laundry service	Allergy-free room Air conditioning VIP room facilities		HOTEL STYLE Budget Languages Spoken English, French, Spanish, Arabic Property amenities Paid private parking on-site Free High Speed Internet (WiFi) Hot tub Bar / lounge Bicycles available Babysitting Children Activities (Kid / Family Friendly) Pets Allowed ( Dog / Pet Friendly ) Restaurant Breakfast in the room Snack bar Airport transportation Shuttle bus service Car hire Massage Open-air bath Salon Steam room Currency exchange Gift shop Non-smoking hotel Shared kitchen Shared lounge / TV area Sun terrace 24-hour front desk Express check-in / check-out Private check-in / check-out Laundry service Show more Room features Allergy-free room Air conditioning VIP room facilities
1839	25, Rachitele 407384 Romania	Featuring mountain views, Cabana Suciu in Răchiţele features accommodation, a garden, a shared lounge, a terrace and barbecue facilities.				Free parking Hiking Children's television networks Children Activities (Kid / Family Friendly) BBQ facilities Non-smoking hotel Picnic area Shared kitchen Shared lounge / TV area Sun terrace		Family rooms	Languages Spoken English, Romanian Property amenities Free parking Hiking Children's television networks Children Activities (Kid / Family Friendly) BBQ facilities Non-smoking hotel Picnic area Shared kitchen Shared lounge / TV area Sun terrace Show more Room types Family rooms
1840	Lungomare Dante Alighieri, 91016 Casa Santa, Erice, Sicily Italy	Il Baia dei Mulini Resort &amp; Spa si trova in una posizione incantevole direttamente sulla spiaggia dorata di Erice, offrendovi una vista mozzafiato e un accesso diretto al mare. La posizione strategica del resort consente di esplorare facilmente le splendide isole Egadi e le meraviglie architettoniche dell’entroterra siculo. SERVIZI Il resort è dotato di una vasta gamma di servizi per soddisfare ogni esigenza: -Spiaggia attrezzata con lettini e ombrelloni -Ampia piscina con zona solarium -Bar a bordo piscina per rilassarsi con un drink -Ristorante con sala interna ed esterna, e uno speciale sunset restaurant per cene con vista panoramica -Spa e centro estetico per momenti di puro relax ATTIVITA' intrattenimento serale soft con piano bar, ideale per trascorrere serate piacevoli. Per le famiglie, è disponibile un mini club che organizza attività quotidiane coinvolgenti per i più piccoli, assicurando divertimento e svago per tutte le età.	Very good	3.5	650 reviews	Free parking Free internet Fitness classes Pool Free breakfast Beach Tennis court Children's playground Parking Wifi Outdoor pool Plunge pool Bar / lounge Restaurant Breakfast buffet Breakfast in the room Outdoor dining area Snack bar Swimup bar Poolside bar Evening entertainment Indoor play area for children Children Activities (Kid / Family Friendly) Kids club Kids pool Kids' outdoor play equipment Highchairs available Pets Allowed ( Dog / Pet Friendly ) Airport transportation Taxi service Business Center with Internet Access Conference facilities Banquet room Meeting rooms Facial treatments Full body massage Manicure Massage Pedicure Salon Waxing services Baggage storage Concierge Sun loungers / beach chairs Sun umbrellas 24-hour front desk	Allergy-free room Air conditioning Private beach Desk Housekeeping Safe Minibar Flatscreen TV	Ocean view Non-smoking rooms Family rooms	HOTEL CLASS 4.0 of 5 stars HOTEL STYLE Family Mid-range Languages Spoken English, French, Italian
1841	Route de Saint-Pée, 64210 Arbonne France	Centrally located, the hotel is a beautiful Laminak Basque country-house in a green space and with its heated swimming pool and garden. You are at the entrance of the lively Biarritz city resort, also Bidart and its beautiful beaches. Close to the villages as essential, Ascain, Sare, Espelette among others and of course a few minutes from St Jean -de- Luz , Hendaye or Spain ... This boutique hotel , with the label " Relais du Silence " offers twelve rooms, all different , three with private terrace garden, lovingly decorated with taste and elegance, boasting impeccable comfort. You will experience unique moments of rest and relaxation facing garden, sauna next to the heated pool or in the cozy lounges with library after a day of discovery between sea and mountain villages and your golf runs nearby (8 golfs around) You will be surprised to feel welcomed as friends by Pascale Martial and will always be there to advise you on tours not to be missed and good tables so that you can enjoy a stay of well being and serenity will be rich in various souvenirs. 12 Rooms - 79 € to 185 € . Pdj : 12 € pp . Sup Pet : 12 € Babycot : free and extra bed : 20 € in larger rooms Electric plug for cars : 3€ Service of a 3 star service - with WIFI , Parking, Heated Pool &amp; Sauna FREE	Excellent	4.5	546 reviews	Free parking Free High Speed Internet (WiFi) Sauna Pool Breakfast available Bicycles available Hiking Children's television networks Electric vehicle charging station Parking Wifi Outdoor pool Heated pool Breakfast in the room Bicycle tours Bowling offsite Fishing Squash offsite Tennis court offsite Walking tours Water park offsite Board games / puzzles Highchairs available Pets Allowed ( Dog / Pet Friendly ) Taxi service Massage Baggage storage Concierge Currency exchange Newspaper Non-smoking hotel Outdoor furniture Shared lounge / TV area Sun loungers / beach chairs Sun umbrellas First aid kit Umbrella Express check-in / check-out	Blackout curtains Soundproof rooms Air conditioning Desk Housekeeping Minibar Flatscreen TV Walk-in shower Interconnected rooms available Safe Seating area Telephone Wardrobe / closet Bottled water Clothes rack Laptop safe Private bathrooms Wake-up service / alarm clock Radio Bath / shower Complimentary toiletries Hair dryer	Mountain view Pool view Non-smoking rooms Family rooms	HOTEL CLASS 3.0 of 5 stars HOTEL STYLE Quiet Business Languages Spoken English, French, Spanish, German and 2 more
1842	Frankfurter Strasse 5, 65760 Eschborn, Hesse Germany	Online Reservation, quick check in, parking garage directly at the hotel, a small beer garden smoking allowed . very good schnitzel, very good breakfast, good mattresses, walk-in shower, Bar open until 1.00 am. A few minutes drive to the Main Taunus center	Excellent	4.5	8 reviews	Paid public parking on-site Free High Speed Internet (WiFi) Fitness Center with Gym / Workout Room Bar / lounge Children Activities (Kid / Family Friendly) Pets Allowed ( Dog / Pet Friendly ) Baggage storage Non-smoking hotel Parking garage Wifi Restaurant Breakfast available Breakfast buffet First aid kit 24-hour front desk Express check-in / check-out	Allergy-free room Bathrobes Air conditioning Desk Housekeeping Interconnected rooms available Cable / satellite TV Bath / shower Safe Telephone Wardrobe / closet Bottled water Private bathrooms Wake-up service / alarm clock Flatscreen TV Hair dryer	Non-smoking rooms	HOTEL STYLE Budget Business Languages Spoken English, German Property amenities Paid public parking on-site Free High Speed Internet (WiFi) Fitness Center with Gym / Workout Room Bar / lounge Children Activities (Kid / Family Friendly) Pets Allowed ( Dog / Pet Friendly ) Baggage storage Non-smoking hotel Parking garage Wifi Restaurant Breakfast available Breakfast buffet First aid kit 24-hour front desk Express check-in / check-out Show more Room features Allergy-free room Bathrobes Air conditioning Desk Housekeeping Interconnected rooms available Cable / satellite TV Bath / shower Safe Telephone Wardrobe / closet Bottled water Private bathrooms Wake-up service / alarm clock Flatscreen TV Hair dryer Show more Room types Non-smoking rooms
1843	1075 Usago Nishikicho, Iwakuni 740-0902 Yamaguchi Prefecture	茶褐色の泉質の温泉が特徴の郊外に所在する日帰り入浴が可能な温泉です。 岩国市内から車で１時間程度要する為、混雑なくゆっくりと温泉に入ることができました。６人まで宿泊可能なログハウスもあり、一人４０００円程度で宿泊が可能です。 布団はふかふかで快眠ができました。キッチン用品は鍋、やかん、フライパン、ＩＨコンロ（１口）、包丁も完備しているので、食材、調味料さえあれば料理が可能です。ＢＢＱコンロも有料でレンタルできるので、ログハウス裏のスペースで清流を聞きながら、ゆったりＢＢＱも可能です。 ログハウスは、シャワー、トイレも完備しています。	Excellent	5.0	1 review				
1844	Cami de Son Mari, Son Serra de Marina, Majorca Spain	Can Pere Rei is located in Son Serra de Marina and offers outdoor pool, barbecue area and playground for children, 2.5 km from the beach of the Bay of Alcudia. There is free WiFi in all facilities. The apartments have air conditioning, seating area with flat-screen TV, kitchen and bathroom with hairdryer. The property offers free bicycle use. Nearby you can go hiking and horseback riding.	Excellent	5.0	23 reviews	Free parking Free High Speed Internet (WiFi) Wifi Pool Free breakfast Restaurant Beach Children Activities (Kid / Family Friendly)	Kitchenette		HOTEL CLASS 3.5 of 5 stars HOTEL STYLE Romantic Mid-range
1845	No. 66 Menlou Street, Shennongjia China								
1846	1-8 Hachimancho Tonomachi, Gujo 501-4213 Gifu Prefecture	Looking for a place to stay in Gujo? Then look no further than Manshuya Ryokan, a family-friendly ryokan that brings the best of Gujo to your doorstep. You’ll enjoy relaxing rooms that offer air conditioning, and you can stay connected during your stay as Manshuya Ryokan offers guests free wifi. Plus, Manshuya Ryokan offers breakfast, providing a pleasant respite from your busy day. For guests with a vehicle, free parking is available. For those interested in checking out popular landmarks while visiting Gujo, Manshuya Ryokan is located a short distance from Miyagasebashi Bridge (0.1 mi) and Anyoji Temple (0.1 mi). Travelers looking to enjoy some ramen can head to Ramen Senka Don Don. Otherwise, you may want to check out a seafood restaurant such as Matsuhiro Sushi. Best of all, Manshuya Ryokan makes it easy to experience many great Gujo attractions like Gujo Hachiman Castle (0.3 mi), Gujo Hachiman Castle Town (0.1 mi), and Igawa Komichi (0.1 mi), which are a short distance away. We’re sure you’ll enjoy your stay at Manshuya Ryokan as you experience everything Gujo has to offer.	Very good	4.0	2 reviews	Free parking Parking Free High Speed Internet (WiFi) Hot tub Breakfast available Fishing Banquet room Shared bathroom Wifi Complimentary tea	Air conditioning Telephone Clothes rack Wake-up service / alarm clock Complimentary toiletries Hair dryer		HOTEL STYLE Family Budget Languages Spoken Japanese
1847	14/309, Nh-85 Wytemist Mountain Club, Kampiline, Iruttukanam 685561 India	Spring Munnar Resort, Munnar is 4 star property with all amenities like swimming pool, Restaurant, conference Hall, Health club. Here you can avail rooms like standard rooms, deluxe with balcony, tree houses, family suits and honeymoon suite rooms with fabulous Mountain View and valley view. The property is spread over around 6.5 acres with full trees and plants.	Average	3.0	1 review				HOTEL STYLE Budget Luxury
1848	Opp Anjinayalu Temple, Ghatpally 509325 India								
1849	111/1-3 Tanee Road, Taladyod Pranakorn, Bangkok 10200 Thailand	Thai Cozy House is an excellent choice for travelers visiting Bangkok, offering a budget friendly environment alongside many helpful amenities designed to enhance your stay. Nearby landmarks such as Temple of Dawn (Wat Arun) (1.4 mi) and Chinatown - Bangkok (1.8 mi) make Thai Cozy House Hotel a great place to stay when visiting Bangkok. You’ll enjoy relaxing rooms that offer a refrigerator and air conditioning, and you can stay connected during your stay as Thai Cozy House Hotel offers guests free wifi. The hotel features a 24 hour front desk, 24 hour check-in, and a concierge. Plus, Thai Cozy House Hotel offers a sauna and an on-site restaurant, providing a pleasant respite from your busy day. During your visit, be sure to check out one of Bangkok's popular dim sum restaurants such as Yao Restaurant and Rooftop Bar, Riverside Terrace, and Breeze Restaurant, all a short distance from Thai Cozy House Hotel. During your visit, be sure to check out popular attractions like The Grand Palace (0.9 mi), Khao San Road (0.1 mi), and Temple of the Reclining Buddha (Wat Pho) (1.0 mi), which are all within walking distance of the hotel. Enjoy your stay in Bangkok!	Average	3.0	248 reviews	Free High Speed Internet (WiFi) Sauna Coffee shop Taxi service Massage 24-hour security Baggage storage 24-hour check-in Wifi Restaurant Steam room Concierge Convenience store Non-smoking hotel Shops ATM on site 24-hour front desk Dry cleaning Self-serve laundry	Air conditioning Housekeeping Safe Telephone Bottled water Wake-up service / alarm clock Refrigerator Bath / shower	Non-smoking rooms	HOTEL CLASS 2.0 of 5 stars Languages Spoken English, Chinese, Burmese, Hindi and 2 more
1850	15 Via Montanara, 25015, Desenzano Del Garda Italy								
1851	H. Upman NO. 5, Havana Cuba								
1852	Sardarsahar Road, Taranagar 331304 India								
1853	1 Baha Mar Blvd., Nassau New Providence Island	Celebrate the culture of The Bahamas at the new Grand Hyatt Baha Mar, a spectacular beach resort on the pristine Cable Beach, Nassau. With step-in and full balconies overlooking magnificent beach and show fountain views, 6 pools, world class spa, largest casino in the Caribbean and a signature Jack Nicklaus golf-course. This stunning resort will take your breath away.	Very good	4.0	8,287 reviews	Parking Free High Speed Internet (WiFi) Fitness Center with Gym / Workout Room Pool Bar / lounge Beach Casino and Gambling Babysitting Wifi Fitness / spa locker rooms Fitness classes Sauna Hot tub Pool / beach towels Adult pool Outdoor pool Heated pool Restaurant Breakfast available Breakfast buffet Snack bar Swimup bar Poolside bar Golf course Tennis court Evening entertainment Nightclub / DJ Children Activities (Kid / Family Friendly) Kids club Airport transportation Shuttle bus service Car hire Business Center with Internet Access Conference facilities Banquet room Meeting rooms Spa Couples massage Facial treatments Head massage Massage Salon 24-hour security Concierge Convenience store Currency exchange Gift shop Shops Sun loungers / beach chairs Sun umbrellas ATM on site Butler service 24-hour front desk Dry cleaning Laundry service Ironing service	Air conditioning Additional bathroom Housekeeping Private balcony Room service Minibar Refrigerator Flatscreen TV Safe VIP room facilities Iron	Ocean view Non-smoking rooms Suites Family rooms	HOTEL CLASS 5.0 of 5 stars HOTEL STYLE Harbor View Family
1854	Siegener Str. 15/19, 08523 Plauen, Saxony Germany								
1855	Rua Padre Possidonio 1601 Matadouro, Rosario, State of Maranhao Brazil								
1856	Rua Carlos Pinto Filho 346 Vila Cacarro, Cachoeira Paulista, State of Sao Paulo 12630-000 Brazil					Free High Speed Internet (WiFi) Wifi Free breakfast Children Activities (Kid / Family Friendly) Pets Allowed ( Dog / Pet Friendly ) Non-smoking hotel Laundry service	Air conditioning	Suites	
1857	29 rue Tronchet, 75008 Paris France	DO NOT BOOK AT THIS PROPERTY - THEY HAVE NO INTEGRITY AND CAN HAPPILY RUIN YOUR TRIP I booked this apartment in the centre of Paris, many months ago, for what turned out to be a major rugby weekend. We had been given the street address but the flat number was only going to be provided on the day or arrival - which was an cause for suspicion. A few weeks ago I was asked to provide a photograph of my credit card - another red flag. At around 5am on the Friday morning, I received an email from the property to tell me that my credit card details were incorrect and that if I did not update them within 6 hours, my booking would be cancelled. there was no attempt to call me. It seemed odd, but I updated them anyway and received an email saying that the update was successful. Then around 3pm I received another email telling me that my booking had been cancelled because my card details were incorrect. I called the property, who told me that the booking had been cancelled, they could not tell me by whom, that I needed to rebook for another time (clearly not a sensible response) and to speak to Booking.com. I suggested that the property would be free, that I had my card and was ready to pay, but they showed no interest in a solution. I called Booking.com who said I should speak to the property - I told them that I had and that they had pointed me to Booking.com! After insisting that Booking.com helped me to find a resolution the Customer Services rep agreed to call the property and to call me back. Half an hour later I got an email from someone else in Customer Services saying they had not been able to call the property - which was odd, as I had managed to do so. It seems clear that the property chose to cancel my booking and sell to a higher bidder last minute on a different booking site. They are able to do so because the Ts and Cs state that effecting payment correctly is my obligation and so it is easy for them to hide behind the excuse that the details are incorrect even if there are not. I had to find 2 nights accommodation at last minute on a very busy for 4 people and to pay significant transport costs to continue our weekend as planned. I recommend that (1) the property provider is removed immediately from any booking platform (2) as a customer ask all properties to provide FULL address details at the time of booking (3) booking platforms impose a cancellation charge on properties who cancel, just as there is for customers (4) payment details are confirmed (by both sides) well in advance (5) my excess costs are reimbursed by Booking.com who can pursue the property for those costs.	Terrible	1.0	1 review				
1858	Rua 33, No. 10, Volta Redonda, State of Rio de Janeiro 27260-010 Brazil	A única coisa boa é a boa vontade dos funcionários em resolver os problemas dos hospedes. Nos hospedamos lá em maio desse ano, quando abrimos o quarto indicado, ele estava em uso estava em uso, no segundo a chave não abriu a porta, para compensar o constrangimento, nos deram uma suite, tudo muito antigo, sem ducha higiênica, as peças do banheiro bem desgastadas, tudo isso num espaço muito bom. O café da manhã também limitado, com poucas opções e sem pessoal suficiente para atender o público. Se me pedissem uma sugestão, diria para fecharem o hotel e executassem uma reforma geral, e olhem que sou natural de Volta Redonda e sei que esse hotel já foi muito bom.	Poor	2.0	1 review				
1859	No.17 Chaoyangmenwai Street, Chaoyang, Beijing 100020 China	If you’re looking for a romantic apartment hotel in Beijing, look no further than Guangyao Apartment Hotel. While staying at Guangyao Apartment Hotel, visitors can check out The Place (0.8 mi) and Ghost Street (Gui Jie) (1.8 mi), some of Beijing's top attractions. Guest rooms offer amenities such as air conditioning, a kitchenette, and a refrigerator, and guests can go online with free wifi offered by the apartment hotel. Guangyao Apartment Hotel features a 24 hour front desk, a concierge, and room service, to help make your stay more enjoyable. The property also boasts a fitness center. If you are driving to Guangyao Apartment Hotel, parking is available. When you’re feeling hungry, be sure to check out CRU Steakhouse, BLEU MARINE, and China Grill, which are some steakhouses that are popular with locals and out-of-towners alike. Looking to explore? Then look no further than Sanlitun Bar Street (1.0 mi), which is a popular Beijing attraction – and it is conveniently located within walking distance of the apartment hotel. The staff at Guangyao Apartment Hotel looks forward to serving you during your upcoming visit.	Very good	4.0	20 reviews	Paid public parking on-site Free High Speed Internet (WiFi) Fitness Center with Gym / Workout Room Coffee shop Kids club Airport transportation Concierge Non-smoking hotel Parking Wifi Car hire Shared kitchen Shared lounge / TV area Shops Sun terrace ATM on site 24-hour front desk Dry cleaning Laundry service Washing machine	Air conditioning Desk Housekeeping Room service Kitchenette Microwave Whirlpool bathtub Bath / shower Safe Seating area Sofa Telephone Clothes rack Iron Wake-up service / alarm clock Refrigerator Kitchenware Complimentary toiletries Hair dryer	Non-smoking rooms Suites Family rooms	HOTEL CLASS 4.0 of 5 stars HOTEL STYLE Trendy Languages Spoken English, Russian, Chinese, Japanese
1860	Calle La Lagunita 158 Territorio Insular, Los Roques National Park 1161 Venezuela	Malibu is the most beautiful Vip Lodge in Los Roques, within a mixed Caribbean Mediterranean architecture it is full of tiny details that achieve to divide the spaces into the lodge creating many halls and social areas without needing walls. The upper terrace is a spectacle at the sunset, there is also an inner yard where food is served, and you will enjoy some of Venezuelan, Mediterranean and Japanese food.	Excellent	4.5	88 reviews	Free internet Wifi Free breakfast Bar / lounge Breakfast available Free airport transportation Airport transportation	Air conditioning	Family rooms	HOTEL CLASS 3.0 of 5 stars HOTEL STYLE Romantic Luxury
1861	Rehov Hashmura 283, Yesod Hamaala Israel	This was the most exceptional place to stay! The hosts were so warm and hospitable. It was such a beautiful town with friendly people. Bruria and Chaim felt like family and they made us feel so welcome. It was a much needed break from the hustle and bustle of Tel Aviv and Jerusalem.	Excellent	4.5	2 reviews				HOTEL STYLE Luxury
1862	Cra 38, 9A, Medellin 050021 Colombia	Stylish and well-designed luxury Hotel. Whether you are here for business or vacation we’ll look after every single detail to make your experience a memorable story that portrays Where style is woven with gold!	Very good	4.0	8 reviews				HOTEL STYLE Quaint Business
1863	Via Erchemperto 7, 82100, Benevento Italy					Paid private parking on-site Street parking Free High Speed Internet (WiFi) Salon Convenience store Non-smoking hotel Shared lounge / TV area Express check-in / check-out Shops	Air conditioning	Family rooms	Languages Spoken English, Italian Property amenities Paid private parking on-site Street parking Free High Speed Internet (WiFi) Salon Convenience store Non-smoking hotel Shared lounge / TV area Express check-in / check-out Shops Show more Room features Air conditioning Room types Family rooms
1864	Htan Taung 2 Qtr, Ngwe Saung 10271 Myanmar		Very good	4.0	8 reviews	Free parking Free internet Free breakfast Beach Bicycle rental Children Activities (Kid / Family Friendly) Pets Allowed ( Dog / Pet Friendly ) Airport transportation Parking Wifi Paid wifi Bar / lounge Breakfast available Complimentary Instant Coffee Complimentary tea Complimentary welcome drink Boating Diving Horseback riding Snorkeling Fishing Shuttle bus service Car hire Taxi service 24-hour security Baggage storage Concierge Mosquito net Non-smoking hotel 24-hour check-in 24-hour front desk Express check-in / check-out Laundry service Ironing service	Housekeeping Room service Safe Telephone Bottled water Coffee / tea maker Bath / shower Complimentary toiletries Clothes rack Wake-up service / alarm clock	Non-smoking rooms Smoking rooms available	HOTEL STYLE Quaint Budget Languages Spoken English, Burmese
1865	100 Feet Inner Ring Road Koramangala, Ashwini Layout, Ejipura, Bengaluru 560047 India	Welcome to Shilton Royale, your Bengaluru “home away from home.” Shilton Royale aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year. While staying at Shilton Royale, visitors can check out Bangalore Palace (1.2 mi) and Infant Jesus Shrine (1.4 mi), some of Bengaluru's top attractions. Shilton Royale Hotel is a family-friendly hotel offering a flat screen TV, a minibar, and air conditioning in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests. The hotel features a 24 hour front desk, a concierge, and room service. Plus, guests can enjoy a fitness center and free breakfast, which have made this a popular choice among travelers visiting Bengaluru. For guests with a vehicle, free parking is available. While visiting Bengaluru, you may want to try some shrimp at one of the nearby restaurants, such as Barbeque Nation, The Fisherman's Wharf, or Yauatcha. If you are interested in exploring Bengaluru, check out one of the monuments and statues, such as Seshadari Iyer Memorial, Statue of King Edward VII, and Lady Jehangir Kothari Memorial Hall. Shilton Royale puts the best of Bengaluru at your fingertips, making your stay both relaxing and enjoyable.	Very good	4.0	158 reviews	Free parking Free High Speed Internet (WiFi) Fitness Center with Gym / Workout Room Free breakfast Car hire Business Center with Internet Access Conference facilities Baggage storage Valet parking Wifi Bar / lounge Restaurant Breakfast buffet Banquet room Meeting rooms Concierge Currency exchange Newspaper Non-smoking hotel 24-hour front desk Dry cleaning Laundry service Self-serve laundry Ironing service	Air conditioning Desk Room service Safe Coffee / tea maker Kitchenette Flatscreen TV Bath / shower Seating area Telephone Bottled water Iron Wake-up service / alarm clock Minibar On-demand movies Complimentary toiletries Hair dryer	Non-smoking rooms Suites	HOTEL CLASS 3.0 of 5 stars HOTEL STYLE Modern Languages Spoken English
1866	Yavuz Sinan Mahallesi Yogurtcu Nuri Sokak No:15 Eminonu Fatih, Istanbul 34134 Türkiye	Finding an ideal budget friendly small hotel in Istanbul does not have to be difficult. Welcome to Ottoman Class, a nice option for travelers like you. Nearby landmarks such as Suleymaniye Mosque (0.2 mi) and Balat (1.0 mi) make Ottoman Class a great place to stay when visiting Istanbul. Ottoman Class is a budget friendly small hotel offering air conditioning in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests. The small hotel features a 24 hour front desk, room service, and newspaper. Plus, guests can enjoy a pool and free breakfast, which have made this a popular choice among travelers visiting Istanbul. For guests with a vehicle, free parking is available. During your visit, be sure to check out a popular Istanbul hotpot restaurant such as Cafe Rumist, which is a short distance from Ottoman Class. If you’re looking for something to do, Topkapi Palace (1.2 mi), Hagia Sophia Museum / Church (Ayasofya) (1.2 mi), and Basilica Cistern (1.1 mi) are a nice way to spend some time, and they are all within walking distance of Ottoman Class. Ottoman Class looks forward to welcoming you on your visit to Istanbul.	Average	2.5	36 reviews	Free parking Free High Speed Internet (WiFi) Pool Free breakfast Pets Allowed ( Dog / Pet Friendly ) Airport transportation Baggage storage Currency exchange Street parking Wifi Bar / lounge Restaurant Wine / champagne Vending machine Shuttle bus service Car hire Newspaper Non-smoking hotel Shared kitchen Shared lounge / TV area 24-hour front desk Express check-in / check-out Private check-in / check-out Dry cleaning Laundry service Ironing service Shoeshine	Soundproof rooms Air conditioning Housekeeping Room service Safe Bottled water		HOTEL CLASS 3.0 of 5 stars Languages Spoken English, French, Russian, Arabic and 1 more
1867	Delmas 75 / Delmas 33 Rue Petion, Port-au-Prince Haiti	Modern Bed and Breakfast conveniently located in the heart of Port au Prince. Nice and Friendly atmosphere in the heart of Port au Prince available for short and long term rental. Plenty of parking available and meeting spaces available. Very well kept property. Can be used to hold parties and functions. All bedrooms are fully furnished. Fans in all rooms and AC in some rooms. Wireless Internet available throughout property. Nightly rate ranges from $60 USD. Each room features its own private bathroom, desk and personal key. We provide 24hr armed security. Wireless internet throughout property. Warm breakfast is served between 7-9am. Daily maid service. Minimal fee for laundry. We look forward to providing you with first class service while lodging with us.				Free parking Free High Speed Internet (WiFi) Wifi Free breakfast Bar / lounge	Room service		
1868	Jinzhouwan, Fengyi Road, Xingyi China								
1869	15657 Lakeshore Rd, Union Pier, MI 49129-9340	We were in Fredericksburg and were invited to come by Firefly to say hello to family at Thanksgiving. Did I say entering the Pentagon? No. We wanted to say hello and leave. Have you ever heard of too many Chiefs? The front gate charged my brother ( the RVer), $150 extra to let us come in for an hour. This place may have started off on the right foot, but it’s definitely a management mess now. Not one person could make a logical, easy decision. I’ve owned my own company for 44 years and this place was classic. You never, ever, treat customers like this. The solution should have been: “Welcome to Firefly, enjoy your visit and make sure you check out on the way out the gate! Enjoy your visit and tell your friends about us.” The whole time, employees were buzzing the place, giving us the evil eye because there were kids. OMG! Kids everywhere! And we’re the grandparents. At a family resort?? Not family friendly as billed. Bottom line, go find KOA down the road and don’t waste your money on this place. Bunch of hyped up junk Tiny Homes with driveways rented by the minute to park your RV. Come back and see this place in five years? It won’t be there. Total disappointment.	Very good	3.5	50 reviews	Free parking Street parking Free High Speed Internet (WiFi) Internet Fishing Pets Allowed ( Dog / Pet Friendly ) BBQ facilities Non-smoking hotel	Air conditioning Housekeeping Kitchenette Refrigerator		HOTEL STYLE Mid-range Charming Property amenities Free parking Street parking Free High Speed Internet (WiFi) Internet Fishing Pets Allowed ( Dog / Pet Friendly ) BBQ facilities Non-smoking hotel Room features Air conditioning Housekeeping Kitchenette Refrigerator
1870	Boulevard Zona Hotelera Playa Juanillo, Cap Cana, Punta Cana 23302 Dominican Republic	Hyatt Ziva Cap Cana is the newest all-inclusive resort for all ages in the beautiful gated community of Cap Cana. Located on the sought-after shores of Juanillo Beach, Hyatt Ziva Cap Cana is a tropical paradise where guests can indulge in all-inclusive luxury surrounded by local culture, magnificent ocean views and incredible amenities.	Excellent	5.0	6,226 reviews	Free parking Free High Speed Internet (WiFi) Fitness Center with Gym / Workout Room Pool Free breakfast Beach Game room Babysitting Valet parking Internet Yoga classes Fitness / spa locker rooms Fitness classes Personal trainer Sauna Hot tub Lazy river Pool / beach towels Infinity pool Pool with view Adult pool Outdoor pool Heated pool Private pool Bar / lounge Coffee shop Restaurant Breakfast available Breakfast buffet Breakfast in the room Complimentary Instant Coffee Complimentary tea Kid-friendly buffet Kids' meals Outdoor dining area Snack bar Special diet menus Wine / champagne Swimup bar Poolside bar Horseback riding Snorkeling Water park Water sport equipment rentals Aerobics Entertainment staff Evening entertainment Karaoke Waterslide Board games / puzzles Nightclub / DJ Video game console Indoor play area for children Children Activities (Kid / Family Friendly) Kids club Kids pool Kids' outdoor play equipment Highchairs available Airport transportation Shuttle bus service Car hire Business Center with Internet Access Conference facilities Banquet room Meeting rooms Spa Body wrap Couples massage Facial treatments Foot massage Full body massage Hand massage Head massage Light therapy Manicure Massage Neck massage Pedicure Salon Steam room 24-hour security Baggage storage Concierge Currency exchange Gift shop Outdoor fireplace Shops Sun deck Sun loungers / beach chairs Sun umbrellas Butler service Doorperson First aid kit 24-hour check-in 24-hour front desk Dry cleaning Laundry service Ironing service	Air conditioning Private beach Additional bathroom Housekeeping Minibar Refrigerator Cable / satellite TV Flatscreen TV Private balcony Room service Safe VIP room facilities Wardrobe / closet Bottled water Clothes rack Iron Wake-up service / alarm clock	Non-smoking rooms Suites Family rooms	HOTEL CLASS 5.0 of 5 stars HOTEL STYLE Business Luxury Languages Spoken English, French, Spanish
